dir	additions	deletions	changes
src/plugin	67	37	104
test/fixedbugs/issue20014.dir/a	105	0	105
test/fixedbugs/issue31636.dir	94	12	106
src/internal/lazytemplate	106	2	108
src/cmd/go/testdata/src/testregexp	0	108	108
test/typeparam/issue50437.dir	108	0	108
src/go/types/testdata/check/importdecl1	77	33	110
src/cmd/vendor/golang.org/x/sync	110	0	110
src/vendor/golang.org/x/text	110	0	110
src/vendor/golang.org/x/net	110	0	110
src/vendor/golang.org/x/crypto	110	0	110
test/fixedbugs/issue29612.dir	104	6	110
test/fixedbugs/bug511.dir	110	0	110
src/cmd/vendor/golang.org/x/arch	110	0	110
src/vendor/golang.org/x/sys	110	0	110
src/go/internal/gcimporter/testdata	88	24	112
src/embed/internal/embedtest/testdata	112	0	112
test/typeparam/issue48337b.dir	110	2	112
test/typeparam/issue51250a.dir	110	3	113
src/cmd/doc/testdata	117	0	117
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/httpresponse	53	64	117
src/cmd/vet/testdata/cgo	18	99	117
src/crypto/boring	117	3	120
test/typeparam/issue47775.dir	108	12	120
src/cmd/link/internal/ld/testdata/stackcheck	120	0	120
test/abi/bad_select_crash.dir/genUtils	61	61	122
test/typeparam/mdempsky/4.dir	121	2	123
test/oldescape_linkname.dir	55	68	123
test/fixedbugs/issue47201.dir	109	15	124
src/internal/sysinfo	124	0	124
src/cmd/go/testdata/generate	0	126	126
test/typeparam/issue47892.dir	120	6	126
src/cmd/go/internal/mmap	129	0	129
src/runtime/internal/math	117	12	129
test/typeparam/issue48962.dir	128	2	130
test/fixedbugs/issue44325.dir	130	0	130
test/typeparam/mdempsky/12.dir	110	21	131
test/fixedbugs/issue49143.dir	132	0	132
test/fixedbugs/issue33219.dir	128	4	132
src/cmd/oldlink/internal/ld/testdata/httptest/main	66	66	132
src/cmd/link/testdata/testPErsrc	57	76	133
test/fixedbugs/bug510.dir	126	8	134
test/typeparam/issue51219b.dir	97	37	134
src/cmd/vendor/github.com/google/pprof/internal/binutils/testdata	0	134	134
test/fixedbugs/issue46653.dir	135	0	135
src/cmd/vet/testdata/testingpkg	60	75	135
src/cmd/go/testdata/src/testlist	0	135	135
test/typeparam/issue48337a.dir	134	2	136
misc/cgo/testshared/testdata/issue44031/b	119	17	136
src/internal/godebug	136	0	136
src/go/importer	87	49	136
test/fixedbugs/issue47317.dir	134	3	137
misc/cgo/testso/testdata	120	18	138
src/cmd/go/internal/test/internal/genflags	137	1	138
test/fixedbugs/issue31252.dir	132	6	138
test/typeparam/issue48462.dir	137	2	139
test/fixedbugs/issue45503.dir	137	2	139
test/fixedbugs/issue44335.dir	140	0	140
test/typeparam/mdempsky/10.dir	139	2	141
test/abi/bad_select_crash.dir/genCaller42	71	71	142
test/typeparam/issue48094.dir	140	2	142
test/typeparam/issue47892b.dir	140	2	142
test/fixedbugs/issue43164.dir	138	5	143
test/fixedbugs/issue42401.dir	133	11	144
src/internal/abi/testdata	137	7	144
test/typeparam/mutualimp.dir	145	1	146
test/syntax	38	108	146
src/cmd/vendor/golang.org/x/mod	147	0	147
src/cmd/compile/internal/importer/testdata/versions	145	2	147
test/fixedbugs/issue30862.dir/b	146	1	147
src/crypto/internal/boring/build	27	120	147
src/cmd/vendor/golang.org/x/tools/go/analysis/internal/facts	140	8	148
test/fixedbugs/issue32901.dir	142	6	148
test/typeparam/geninline.dir	146	2	148
test/typeparam/issue50598.dir	142	8	150
misc/cgo/testshared/testdata/depBase	75	75	150
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/unmarshal	132	20	152
test/bench/go1	72	81	153
test/fixedbugs/issue34577.dir	152	2	154
test/fixedbugs/issue44370.dir	155	0	155
src/internal/cfg	150	5	155
test/fixedbugs/issue33013.dir	146	10	156
src/internal/txtar	148	8	156
misc/cgo/testplugin/testdata/method	156	0	156
src/cmd/go/internal/tool	123	33	156
misc/sortac	0	158	158
misc/cgo/testshared/testdata/issue44031/main	140	20	160
src/internal/syscall/execenv	149	12	161
src/cmd/oldlink/internal/ld/testdata/issue25459/a	81	81	162
src/go/types/testdata/importdecl1	59	103	162
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/shift	85	77	162
test/typeparam/issue50121b.dir	146	16	162
src/cmd/vendor/golang.org/x/arch/ppc64/ppc64asm/testdata	43	124	167
src/encoding/hex	98	69	167
src/text/tabwriter	107	61	168
src/cmd/oldlink/internal/ld/testdata/issue10978	84	84	168
test/typeparam/issue49241.dir	152	16	168
test/fixedbugs/issue47185.dir	168	0	168
test/typeparam/issue48185b.dir	167	2	169
src/cmd/internal/traceviewer	142	28	170
test/typeparam/issue51219.dir	127	44	171
src/cmd/asm/internal/flags	109	64	173
src/cmd/vet/testdata/print	86	89	175
src/cmd/link/testdata/pe-llvm	174	2	176
test/fixedbugs/issue30908.dir	176	0	176
src/internal/obscuretestdata	162	14	176
test/fixedbugs/issue10700.dir	90	90	180
test/typeparam/issue49027.dir	178	2	180
test/fixedbugs/issue11656.dir	156	25	181
src/cmd/go/internal/fmtcmd	105	76	181
test/chan	146	36	182
src/os/exec/internal/fdtest	182	2	184
src/runtime/testdata/testwinlib	182	2	184
test/closure5.dir	184	2	186
test/typeparam/issue50486.dir	184	2	186
src/cmd/addr2line	123	64	187
src/cmd/go/internal/fix	153	34	187
test/fixedbugs/issue47068.dir	184	4	188
lib/time	84	104	188
test/fixedbugs/issue43551.dir	189	0	189
test/abi/regabipragma.dir/tmp	114	76	190
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/lostcancel	116	75	191
test/fixedbugs/issue49016.dir	192	0	192
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/copylock	150	44	194
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/stdmethods	131	65	196
src/debug/dwarf/testdata	200	0	200
src/expvar	167	34	201
src/cmd/vendor/golang.org/x/sys/windows/svc/debug	0	202	202
test/typeparam/issue50561.dir	200	2	202
src/cmd/pprof/testdata	205	0	205
test/fixedbugs/issue29919.dir	188	18	206
src/unsafe	178	28	206
src/container/list	96	110	206
src/cmd/internal/test2json	141	66	207
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/errorsas	186	22	208
test/fixedbugs/issue42284.dir	200	8	208
src/cmd/oldlink/internal/ld/testdata/issue32233/lib	105	105	210
src/cmd/compile/internal/gc/builtin	172	38	210
misc/cgo/testshared/testdata/global	143	72	215
test/asmhdr.dir	210	6	216
src/crypto/x509/pkix	175	41	216
test/fixedbugs/issue31053.dir	198	18	216
misc/cgo/testplugin/testdata/method2	202	15	217
src/cmd/go/internal/modinfo	141	79	220
test/fixedbugs/issue44330.dir	220	0	220
test/typeparam/issue48716.dir	220	2	222
src/crypto	199	24	223
test/fixedbugs/issue47087.dir	216	8	224
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/composite	147	78	225
src/cmd/vendor/github.com/google/pprof/internal/report/testdata	0	228	228
src/net/http/internal	108	124	232
src/cmd/vendor/golang.org/x/mod/internal/lazyregexp	234	0	234
misc/cgo/test/testdata/issue9400	197	45	242
test/typeparam/factimp.dir	236	8	244
src/net/http/internal/testcert	189	56	245
src/cmd/go/internal/bug	143	105	248
src/internal/testmath	251	0	251
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/pkgfact	0	254	254
test/interface	144	113	257
misc/cgo/testshared/testdata/gcdata/main	185	74	259
test/fixedbugs/issue37837.dir	260	0	260
src/cmd/vendor/golang.org/x/tools/go/ast/astutil	187	74	261
src/cmd/asm/internal/lex	194	70	264
src/cmd/asm	176	94	270
test/abi/bad_select_crash.dir/genChecker42	135	135	270
src/runtime/testdata/testwinlibsignal	250	20	270
test/typeparam/mapimp.dir	265	7	272
src/cmd/compile/internal/types2/testdata/check/importdecl0	272	0	272
src/cmd/vendor/golang.org/x/sync/semaphore	272	0	272
test/fixedbugs/issue43633.dir	266	9	275
test/typeparam/pairimp.dir	243	35	278
src/net/http/cookiejar	172	107	279
src/cmd/go/testdata/src/testcache	3	276	279
src/cmd/vendor/github.com/google/pprof/internal/proftest	0	280	280
test/fixedbugs/issue20014.dir	279	3	282
src/cmd/internal/bio	263	20	283
test/interface/embed3.dir	297	0	297
misc/cgo/testcarchive/testdata	232	72	304
test/typeparam/aliasimp.dir	275	29	304
src/cmd/vendor/golang.org/x/tools/go/analysis/internal/unitchecker	0	306	306
misc/cgo/test/testdata	236	71	307
src/cmd/compile/internal/gc/testdata/reproducible	244	70	314
src/cmd/link/internal/loong64	315	0	315
test/fixedbugs/issue46653.dir/bad	320	0	320
test/typeparam/absdiffimp2.dir	301	23	324
src/internal/fmtsort	254	70	324
misc/cgo/testplugin/testdata/issue44956	309	16	325
test/typeparam/stringerimp.dir	326	2	328
test/typeparam/minimp.dir	308	25	333
test/typeparam/dedup.dir	326	8	334
src/debug/macho	260	75	335
src/runtime/testdata/testwinsignal	260	78	338
src/vendor/golang_org/x/text/secure/bidirule	0	342	342
src/cmd/vendor/github.com/google/pprof/internal/symbolz	2	340	342
src/cmd/link/testdata/testPErsrc-complex	215	129	344
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/loopclosure	261	86	347
test/typeparam/mincheck.dir	338	14	352
misc/cgo/life	315	39	354
misc/cgo/stdio	315	39	354
src/testing/internal/testdeps	291	65	356
src/internal/itoa	340	17	357
src/cmd/compile/internal/types2/testdata/importdecl0	251	108	359
test/abi/regabipragma.dir	216	144	360
src/cmd/go/internal/modfile/testdata	0	363	363
src/cmd/vendor/golang.org/x/tools/go/types/typeutil	332	36	368
src/cmd/internal/quoted	349	25	374
src/encoding/base64	226	149	375
test/fixedbugs/issue30862.dir	150	226	376
src/runtime/asan	248	134	382
test/fixedbugs/issue43479.dir	390	0	390
src/go/types/testdata/check/importdecl0	296	95	391
src/cmd/link/internal/dwtest	394	0	394
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/cgocall	259	135	394
src/go/format	327	70	397
src/cmd/internal/src	311	87	398
src/cmd/vendor/golang.org/x/sys/windows/svc/eventlog	0	402	402
src/cmd/nm	266	136	402
src/vendor/golang.org/x/text/secure/bidirule	398	8	406
src/cmd/internal/osinfo	302	104	406
src/vendor/golang.org/x/net/http/httpproxy	386	21	407
src/cmd/go/internal/web2	91	319	410
src/internal/unsafeheader	414	3	417
src/go/internal/gccgoimporter/testdata	419	1	420
src/log	315	106	421
src/cmd/vet/testdata/buildtag	380	45	425
src/crypto/hmac	396	35	431
src/go/internal/srcimporter	267	164	431
test/fixedbugs/issue47185.dir/bad	432	0	432
src/cmd/vendor/golang.org/x/tools/txtar	286	146	432
src/vendor/golang.org/x/crypto/internal/subtle	290	146	436
src/internal/traceparser/filebuf	0	440	440
src/go/types/testdata/importdecl0	178	264	442
src/cmd/internal/diff	281	163	444
misc/boring	290	161	451
misc/cgo/testgodefs	349	106	455
src/cmd/go/internal/auth	201	254	455
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/framepointer	455	0	455
src/cmd/go/internal/clean	317	139	456
src/cmd/vendor/golang.org/x/tools/go/analysis/internal/analysisflags	392	66	458
src/vendor/golang_org/x/net/internal/nettest	0	459	459
.github/ISSUE_TEMPLATE	455	7	462
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/asmdecl	369	101	470
src/cmd/go/internal/dirhash	62	409	471
src/cmd/link/internal/loadxcoff	249	224	473
src/database/sql/driver	348	130	478
src/encoding/base32	299	180	479
test/closure3.dir	239	243	482
src/cmd/compile/internal/ssa/testdata	339	146	485
src/cmd/compile/internal/typecheck/builtin	275	216	491
src/log/syslog	285	206	491
src/internal/oserror	265	229	494
src/runtime/race/testdata	441	55	496
src/runtime/trace	373	126	499
test/typeparam/issue50485.dir	498	2	500
src/vendor/golang.org/x/net/http/httpguts	456	46	502
src/cmd/link/internal/ld/testdata/deadcode	482	27	509
src/vendor/golang_org/x/net/http/httpguts	0	515	515
src/cmd/vendor/golang.org/x/mod/semver	503	20	523
src/math/rand	354	171	525
src/vendor	297	232	529
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/unsafeptr	345	193	538
src/hash/crc32	137	403	540
src/cmd/compile/internal/compare	544	0	544
src/encoding/pem	285	265	550
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/ifaceassert	559	0	559
src/cmd/compile/internal/devirtualize	538	28	566
src/cmd/go/internal/txtar	10	558	568
src/cmd/go/testdata	223	347	570
src/vendor/golang_org/x/net/nettest	0	580	580
misc/cgo/testgodefs/testdata	581	0	581
src/cmd/compile/internal/typebits	552	30	582
src/path	392	190	582
src/cmd/internal/test2json/testdata	442	143	585
src/vendor/golang_org/x/crypto/hkdf	0	598	598
src/cmd/vendor/golang.org/x/tools/go/types/objectpath	454	152	606
src/cmd/vendor/github.com/google/pprof/internal/symbolizer	8	602	610
src/internal/diff	610	1	611
misc/reboot	545	71	616
src/cmd/go/internal/cmdflag	264	355	619
src/go/token	461	158	619
test/typeparam/valimp.dir	572	50	622
src/cmd/go/internal/webtest	0	628	628
src/cmd/go/internal/trace	626	8	634
src/crypto/sha256	422	215	637
src/internal/diff/testdata	650	0	650
src/vendor/golang.org/x/net/lif	563	92	655
src/crypto/sha512	442	217	659
src/cmd/go/internal/par	627	44	671
src/cmd/vendor/golang.org/x/sys/windows/svc/example	0	672	672
src/cmd/go/internal/robustio	413	261	674
src/net/rpc	336	339	675
src/cmd/vet/testdata/src/print	681	0	681
src/internal/x/text/secure/bidirule	342	342	684
misc/cgo/testsovar	536	148	684
src/unicode/utf8	595	91	686
src/cmd/vendor/golang.org/x/tools/go/analysis/unitchecker	547	143	690
src/cmd/go/internal/run	467	224	691
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/stringintconv	633	69	702
misc/cgo/testso	536	176	712
misc/cgo/testsanitizers	585	132	717
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/tests	669	53	722
src/cmd/vendor/golang.org/x/mod/sumdb/note	700	25	725
src/cmd/go/internal/modfetch/zip_sum_test	707	19	726
src/vendor/golang_org/x/net/http/httpproxy	0	734	734
api/next	541	197	738
src/vendor/golang.org/x/text/transform	729	10	739
src/vendor/golang_org/x/text/transform	0	746	746
src/internal/syscall/windows/registry	215	534	749
src/bytes/hash	750	2	752
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/testinggoroutine	737	19	756
src/cmd/compile/internal/types2/testdata/check/decls2	750	6	756
test/typeparam/listimp.dir	702	72	774
src/internal/intern	766	10	776
src/net/textproto	509	268	777
src/net/http/internal/ascii	780	0	780
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/sigchanyzer	779	9	788
misc/spectre	399	399	798
test/typeparam/absdiffimp.dir	657	145	802
src/constraints	401	401	802
src/cmd/go/internal/vet	476	346	822
src/net/smtp	752	71	823
src/vendor/golang_org/x/net/lif	0	825	825
src/cmd/vet/internal/cfg	0	844	844
src/runtime/internal/syscall	770	83	853
src/compress/gzip	674	180	854
src/go/parser/testdata/resolution	835	29	864
src/cmd/pprof	762	106	868
src/regexp/testdata	680	195	875
src/net/http/fcgi	695	189	884
src/cmd/internal/buildid	782	103	885
src/mime/multipart	672	214	886
src/cmd/go/internal/cache	502	392	894
src/cmd/go/internal/generate	689	206	895
src/cmd/compile/internal/mips64	451	445	896
src/cmd/compile/internal/mips	450	447	897
src/cmd/link/internal/benchmark	824	77	901
src/go/types/testdata/decls2	372	558	930
src/internal/testenv	772	163	935
src/cmd/compile/internal/types2/testdata/decls2	561	375	936
src/image/gif	707	233	940
src/cmd/compile/internal/loong64	943	0	943
misc/cgo/errors/testdata	534	418	952
src/go/types/testdata/check/decls2	756	198	954
src/cmd/go/internal/semver	11	943	954
src/regexp	765	195	960
src/cmd/link/internal/wasm	603	360	963
src/cmd/link/internal/mips	330	634	964
misc/android	633	348	981
src/image/png	804	188	992
src/cmd/vet/all/whitelist	47	966	1013
src/cmd/vet/all	144	872	1016
src/cmd/compile/internal/importer/testdata	986	46	1032
src/cmd/go/internal/base	604	434	1038
src/go/doc/testdata/examples	1044	0	1044
src/cmd/internal/str	812	235	1047
src/cmd/internal/xcoff	0	1054	1054
src/cmd/compile/internal/wasm	609	451	1060
src/net/http/httptest	862	200	1062
src/cmd/internal/pkgpath	1048	23	1071
src/mime	910	162	1072
src/encoding/gob	831	247	1078
src/cmd/vendor/golang.org/x/mod/sumdb	1059	25	1084
src/cmd/objdump	732	370	1102
src/net/mail	986	118	1104
src/regexp/syntax	696	409	1105
src/cmd/go/internal/lockedfile/internal/filelock	982	149	1131
src/cmd/compile/internal/deadcode	1135	6	1141
src/crypto/sha1	345	799	1144
src/internal/x/net/http/httpguts	515	634	1149
src/cmd/vendor/golang.org/x/tools/cover	1129	34	1163
src/cmd/vendor/golang.org/x/mod/sumdb/tlog	1168	1	1169
src/image/jpeg	931	254	1185
src/cmd/compile/internal/arm	603	589	1192
src/cmd/oldlink/internal/loadxcoff	478	716	1194
src/crypto/x509/internal/macOS	897	299	1196
src/cmd/vendor/golang.org/x/tools/go/analysis	820	376	1196
src/cmd/go/internal/imports	909	301	1210
src/cmd/compile/internal/bitvec	911	309	1220
src/cmd/oldlink/internal/riscv64	501	729	1230
src/internal/x/net/nettest	580	656	1236
src/cmd/link/internal/loadelfold	3	1244	1247
misc/ios	797	464	1261
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/structtag	685	585	1270
src/cmd/compile/internal/types2/testdata/spec	1130	150	1280
src/cmd/vendor/github.com/google/pprof/internal/elfexec	748	539	1287
src/cmd/link/internal/mips64	438	850	1288
src/crypto/cipher	984	307	1291
src/cmd/go/internal/str	697	599	1296
src/go/internal/gccgoimporter	849	460	1309
src/text/scanner	999	313	1312
src/cmd/go/internal/search	847	468	1315
src/vendor/golang_org/x/net/idna	0	1326	1326
src/cmd/vendor/github.com/google/pprof/internal/measurement	539	798	1337
src/cmd/internal/dwarf	961	377	1338
src/encoding/asn1	1091	251	1342
src/cmd/vendor/github.com/google/pprof/internal/driver/html	1347	0	1347
src/go/internal/typeparams	858	502	1360
src/vendor/golang_org/x/crypto/internal/chacha20	0	1365	1365
src/net/http/pprof	1121	250	1371
src/cmd/internal/codesign	1364	8	1372
src/internal/x/net/internal/nettest	459	918	1377
src/debug/buildinfo	1315	68	1383
src/cmd/go/internal/help	945	441	1386
src/internal/xcoff	1381	20	1401
src/compress/flate	986	456	1442
doc/gopher	0	1446	1446
src/vendor/golang.org/x/crypto/internal/poly1305	1453	5	1458
src/context	1085	377	1462
src/cmd/vet/testdata/asm	69	1420	1489
test/typeparam/orderedmapsimp.dir	1250	240	1490
src/crypto/x509/internal/macos	1131	381	1512
src/cmd/internal/objfile	1000	525	1525
src/internal/x/text/transform	746	785	1531
src/internal/trace	1464	70	1534
misc/wasm	967	575	1542
misc/cgo/testplugin	1206	338	1544
src/go/scanner	1210	335	1545
src/vendor/golang.org/x/net/http2/hpack	1511	37	1548
src/cmd/compile/internal/abt	1549	0	1549
src/vendor/golang.org/x/net/nettest	1389	163	1552
src/cmd/compile/internal/syntax/testdata	1438	147	1585
test/typeparam/mapsimp.dir	1586	2	1588
src/cmd/go/internal/sumdb	376	1214	1590
src/net/http/cgi	1045	546	1591
src/io	1206	386	1592
src/cmd/vendor/golang.org/x/sys/windows/svc/mgr	0	1592	1592
src/embed/internal/embedtest	1354	254	1608
misc/cgo/testsanitizers/testdata	1527	92	1619
src/cmd/vendor/golang.org/x/crypto/ed25519	1148	488	1636
src/vendor/golang.org/x/crypto/cryptobyte	1589	49	1638
src/cmd/go/internal/lockedfile	1491	150	1641
src/cmd/vendor/golang.org/x/sys/windows/svc	2	1642	1644
src/crypto/ed25519/internal/edwards25519/field/_asm	1650	0	1650
src/cmd/link/internal/loadmacho	684	968	1652
misc/cgo/testcshared	1349	312	1661
src/cmd/trace	929	735	1664
src/internal/x/crypto/hkdf	598	1103	1701
test/typeparam/setsimp.dir	1706	2	1708
src/cmd/go/internal/cfg	1164	553	1717
src/internal/execabs	1379	339	1718
src/cmd/go/internal/modconv	428	1298	1726
src/cmd/vendor/golang.org/x/tools/internal/analysisinternal	1660	72	1732
src/bufio	1528	208	1736
src/cmd/go/internal/list	1278	466	1744
misc/nacl	27	1745	1772
src/cmd/go/internal/workcmd	1347	451	1798
src/cmd/internal/sys	1265	534	1799
src/encoding/binary	1640	162	1802
src/internal/x/net/http/httpproxy	734	1098	1832
src/internal/x/net/lif	825	1011	1836
src/cmd/go/internal/version	1080	759	1839
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/printf	1218	637	1855
src/cmd/compile/internal/objw	1860	7	1867
src/debug/pe	1501	375	1876
src/errors	1397	522	1919
src/internal/pkgbits	1439	488	1927
src/os/user	1273	660	1933
src/cmd/vendor/github.com/google/pprof/internal/graph	240	1700	1940
src/cmd/vendor/github.com/google/pprof/internal/driver/testdata	0	1948	1948
src/runtime/race	1401	559	1960
src/cmd/doc	1386	578	1964
src/cmd/compile/internal/s390x	1089	887	1976
test/typeparam/mdempsky	1926	73	1999
src/go/types/testdata/spec	1274	730	2004
src/internal/syscall/windows	1047	957	2004
test/typeparam/sliceimp.dir	1975	55	2030
src/flag	1754	285	2039
test/fixedbugs/bug302.dir	1	2047	2048
src/cmd/oldlink/internal/mips	869	1188	2057
src/image/draw	1871	191	2062
src/cmd/link/internal/loadpe	1309	756	2065
src/cmd/internal/obj/riscv/testdata/testbranch	1547	518	2065
src/embed	1940	143	2083
src/internal/abi	1901	193	2094
src/runtime/debug	1623	472	2095
src/cmd/vendor	777	1364	2141
src/vendor/golang_org/x/crypto/cryptobyte	0	2141	2141
src/cmd/internal/obj/wasm	1288	919	2207
src/debug/gosym	1669	545	2214
src/internal/buildcfg	1844	379	2223
src/crypto/rsa	1549	680	2229
src/image	2139	90	2229
src/syscall/js	1535	715	2250
src/io/ioutil	1020	1247	2267
src/crypto/rand	930	1341	2271
src/testing/iotest	2206	68	2274
src/cmd/internal/obj/arm	642	1633	2275
src/cmd/api	1618	660	2278
src/cmd/cover	869	1412	2281
src/strings	1600	697	2297
src/go/doc/testdata	1509	792	2301
src/cmd/link/internal/riscv64	1836	478	2314
src/internal/syscall/unix	1600	727	2327
src/cmd/oldlink/internal/mips64	983	1359	2342
src/cmd/vendor/golang.org/x/tools/go/analysis/passes/buildtag	2060	331	2391
src/cmd/vendor/golang.org/x/arch/arm/armasm	0	2422	2422
src/math/bits	1886	537	2423
src/cmd/go/internal/web	1994	435	2429
src/crypto/md5	1110	1327	2437
misc/cgo/testcarchive	1740	701	2441
src/internal/goexperiment	1936	507	2443
src/vendor/golang_org/x/text/unicode/norm	0	2453	2453
src/cmd/gofmt/testdata	2067	394	2461
src/cmd/asm/internal/asm	1819	672	2491
src/cmd/go/internal/envcmd	1735	762	2497
src/cmd/pack	1083	1420	2503
src/cmd/go/internal/renameio	811	1717	2528
test/typeparam/chansimp.dir	2529	3	2532
src/cmd/internal/archive	1947	591	2538
src/text/template/parse	1918	633	2551
src/cmd/oldlink/internal/loadpe	1028	1541	2569
src/cmd/go/internal/module	677	1924	2601
src/cmd	1353	1317	2670
src/cmd/vendor/golang.org/x/mod/module	2440	241	2681
src/cmd/fix	1168	1528	2696
src/cmd/link/internal/s390x	1128	1586	2714
src/cmd/gofmt	1481	1249	2730
src/go/constant	1963	768	2731
src/cmd/compile/internal/x86	764	1971	2735
src/cmd/asm/internal/arch	1634	1119	2753
src/cmd/compile/internal/types2/fixedbugs	2357	403	2760
src/vendor/golang_org/x/net/http2/hpack	0	2799	2799
src/internal/x/net/idna	1327	1525	2852
src/cmd/compile/internal/gc/testdata/gen	0	2872	2872
src/cmd/compile/internal/test/testdata/gen	2872	0	2872
src/cmd/vendor/golang.org/x/xerrors	2148	788	2936
src/hash/maphash	2391	560	2951
misc/cgo/errors	2301	654	2955
src/encoding/xml	2281	675	2956
src/cmd/go/internal/get	1238	1726	2964
src/go/parser/testdata	2910	54	2964
src/cmd/vendor/golang.org/x/arch/arm64/arm64asm	529	2438	2967
src/vendor/golang_org/x/crypto/curve25519	0	2980	2980
src/archive/tar	1635	1354	2989
src/compress/lzw	1898	1092	2990
src/cmd/vendor/golang.org/x/sys/windows/registry	0	3016	3016
src/cmd/compile/internal/arm64	2155	870	3025
src/cmd/compile/internal/types2/examples	1883	1192	3075
src/go/types/examples	1893	1196	3089
doc/play	6	3096	3102
src/runtime/pprof/internal/profile	19	3101	3120
src/vendor/golang_org/x/crypto/chacha20poly1305	0	3137	3137
src/cmd/compile/internal/logopt	2831	343	3174
src/internal/goos	2809	371	3180
src/sync/atomic	2917	290	3207
src/cmd/vendor/golang.org/x/arch/arm/armasm/testdata	0	3210	3210
src/runtime/testdata/testprogcgo	2659	621	3280
src/cmd/internal/obj/loong64	3310	1	3311
src/go/doc/comment/testdata	3354	13	3367
src/vendor/golang_org/x/net/dns/dnsmessage	0	3372	3372
src/cmd/oldlink/internal/objfile	1356	2016	3372
src/cmd/link/internal/objfile	1546	1834	3380
src/cmd/compile/internal/pkginit	2146	1253	3399
src/cmd/link/internal/loadelf	1583	1827	3410
src/crypto/internal/nistec	900	2548	3448
src/internal/x/crypto/internal/chacha20	1365	2131	3496
src/bytes	2611	914	3525
src/net/url	2609	919	3528
src/vendor/golang.org/x/crypto/curve25519/internal/field	3536	0	3536
src/go/printer	2716	821	3537
src/cmd/oldlink	1778	1778	3556
src/cmd/go/internal/modfetch/codehost	2073	1484	3557
src/go/printer/testdata	3288	349	3637
src/cmd/oldlink/internal/wasm	1820	1855	3675
src/cmd/compile/internal/riscv64	3255	429	3684
src/vendor/golang.org/x/net/dns/dnsmessage	3582	144	3726
src/cmd/compile/internal/test/testdata	3725	2	3727
src/runtime/testdata/testprog	3247	486	3733
src/cmd/oldlink/internal/s390x	1555	2217	3772
src/vendor/golang.org/x/crypto/chacha20poly1305	3467	312	3779
src/net/http/httputil	3231	549	3780
test/typeparam/listimp2.dir	3430	353	3783
src/cmd/vendor/github.com/google/pprof/internal/binutils	2058	1729	3787
src/text/template	2839	1006	3845
src/vendor/golang_org/x/text/unicode/bidi	0	3865	3865
src/cmd/link/internal/x86	1488	2433	3921
src/cmd/go/internal/modfile	339	3585	3924
src/internal/traceparser	0	3947	3947
src/vendor/golang.org/x/crypto/chacha20	3588	369	3957
src/cmd/compile/internal/staticinit	3808	150	3958
src/crypto/internal/boring	3665	294	3959
	3786	194	3980
src/cmd/compile/internal/staticdata	3353	636	3989
src/cmd/internal/moddeps	3335	691	4026
src/cmd/vendor/golang.org/x/tools/internal/lsp/fuzzy	3911	134	4045
src/debug/elf	2888	1171	4059
src/crypto/ed25519	2658	1405	4063
src/cmd/vendor/golang.org/x/mod/zip	3496	584	4080
src/cmd/internal/obj/mips	2459	1672	4131
src/runtime/metrics	3733	405	4138
src/sync	3098	1065	4163
misc/cgo/testshared	2415	1762	4177
src/testing/fstest	4076	111	4187
src/go/ast	2418	1770	4188
src/vendor/golang.org/x/net/route	3119	1099	4218
src/vendor/golang_org/x/net/route	0	4230	4230
src/cmd/oldlink/internal/loadmacho	1693	2584	4277
src/cmd/oldlink/internal/amd64	1188	3169	4357
doc/articles	161	4223	4384
src/cmd/internal/notsha256	3720	671	4391
src/cmd/oldlink/internal/x86	1274	3168	4442
src/cmd/vendor/github.com/google/pprof/profile/testdata	0	4470	4470
src/cmd/vet/testdata	0	4598	4598
src/cmd/link/internal/amd64	1993	2694	4687
src/cmd/link/internal/sym	1241	3465	4706
src/internal/cpu	2772	1936	4708
src/internal/profile	4653	66	4719
src/cmd/oldlink/internal/arm	1375	3353	4728
src/cmd/vendor/golang.org/x/tools/internal/typeparams	3897	895	4792
src/cmd/oldlink/internal/arm64	1400	3402	4802
src/os/signal	3603	1204	4807
misc/nacl/testdata	2	4817	4819
src/cmd/vendor/github.com/google/pprof/third_party/d3flamegraph	2748	2122	4870
