dir	additions	deletions	changes
src/cmd/compile/internal/types2/testdata/examples	4467	442	4909
src/go/types/fixedbugs	2597	2317	4914
src/path/filepath	2857	2145	5002
src/internal/x/text/unicode/norm	2454	2567	5021
src/cmd/go/internal/note	2571	2494	5065
src/cmd/go/internal/vcs	3515	1555	5070
src/cmd/link/internal/arm	2143	2943	5086
src/cmd/cgo	3206	1914	5120
src/cmd/compile/internal/gc/testdata	1366	3778	5144
src/cmd/go/testdata/mod	4940	242	5182
src/internal/x/crypto/cryptobyte	2141	3056	5197
src/crypto/ecdsa	3253	1969	5222
src/vendor/golang_org/x/crypto/poly1305	0	5237	5237
src/encoding/csv	3234	2007	5241
src/cmd/compile/internal/dwarfgen	4829	470	5299
src/cmd/compile/internal/abi	4617	700	5317
src/cmd/go/internal/mvs	3910	1431	5341
src/fmt	3076	2275	5351
src/cmd/go/internal/test	3829	1551	5380
src/cmd/oldlink/internal/loader	2030	3380	5410
src/cmd/compile/internal/amd64	3398	2018	5416
src/crypto/aes	3771	1689	5460
src/cmd/go/internal/modindex	4315	1154	5469
src/cmd/internal/obj/x86	3344	2192	5536
src/cmd/go/internal/sumweb	3382	2162	5544
src/cmd/compile/internal/ppc64	3896	1654	5550
src	2515	3087	5602
src/go/types/testdata/examples	4393	1367	5760
src/crypto/elliptic/internal/nistec	4629	1135	5764
src/go/doc/comment	5630	141	5771
src/math/cmplx	4268	1514	5782
src/cmd/compile/internal/liveness	4058	1775	5833
src/cmd/go/internal/tlog	3318	2618	5936
src/internal/x/crypto/curve25519	2980	3019	5999
src/cmd/vendor/github.com/google/pprof/internal/report	3787	2390	6177
src/database/sql	4933	1277	6210
src/cmd/vendor/golang.org/x/term	5913	340	6253
src/cmd/vendor/github.com/google/pprof/profile	216	6053	6269
src/internal/goarch	5487	815	6302
src/cmd/internal/obj/s390x	4145	2162	6307
src/os/exec	3966	2352	6318
src/go/internal/gcimporter	3475	2897	6372
misc/trace	4576	1801	6377
src/cmd/go/internal/modfetch/zip_sum_test/testdata	6372	15	6387
src/go/build/constraint	6336	65	6401
src/cmd/oldlink/internal/loadelf	2567	3849	6416
src/io/fs	6054	507	6561
src/vendor/golang.org/x/crypto/internal/chacha20	2817	3803	6620
src/cmd/link/internal/ppc64	3574	3070	6644
src/cmd/oldlink/internal/sym	2775	3947	6722
src/go/doc	3935	2820	6755
src/cmd/oldlink/internal/ppc64	2815	4102	6917
src/cmd/vet	397	6540	6937
src/internal/x/net/http2/hpack	2815	4185	7000
src/encoding/json	4697	2385	7082
src/internal/x/crypto/chacha20poly1305	3137	3997	7134
src/cmd/go/internal/fsys	6698	470	7168
src/archive/zip	5944	1280	7224
src/sort	4625	2629	7254
src/index/suffixarray	6502	769	7271
src/cmd/compile/internal/base	6594	767	7361
src/internal/reflectlite	6863	612	7475
src/internal/poll	5810	1731	7541
src/cmd/internal/objabi	4232	3376	7608
src/cmd/vendor/golang.org/x/crypto/ssh/terminal	241	7511	7752
src/cmd/internal/goobj	4216	3569	7785
src/cmd/link/internal/arm64	5136	2718	7854
src/internal/x/text/unicode/bidi	3865	4050	7915
src/vendor/golang.org/x/sys/cpu	6704	1299	8003
src/internal/x/net/dns/dnsmessage	3372	4641	8013
src/cmd/go/internal/modcmd	5860	2355	8215
src/cmd/compile/internal/test	7577	744	8321
src/debug/dwarf	6586	1805	8391
src/cmd/dist	5247	3228	8475
src/cmd/compile/internal/syntax/testdata/go2	6920	1844	8764
src/cmd/link	7395	1633	9028
src/cmd/internal/goobj2	6696	2401	9097
src/cmd/vendor/github.com/ianlancetaylor/demangle/testdata	0	9188	9188
src/runtime/pprof	6630	2564	9194
src/internal/x/net/route	4272	5194	9466
src/crypto/ed25519/internal/edwards25519/field	9477	66	9543
src/cmd/vendor/github.com/google/pprof/third_party/d3	0	9642	9642
src/html/template	8368	1690	10058
src/runtime/internal/sys	2022	8101	10123
src/net/netip	9808	318	10126
doc/codewalk	158	10115	10273
src/cmd/vendor/golang.org/x/mod/modfile	8415	2145	10560
test/abi	10275	443	10718
src/unicode	4500	6333	10833
src/cmd/compile/internal/importer	10265	1022	11287
doc/articles/wiki	659	10640	11299
src/cmd/vendor/golang.org/x/sys/plan9	11640	43	11683
src/runtime/cgo	7778	4317	12095
src/cmd/compile/internal/inline	8942	3231	12173
src/cmd/vendor/github.com/ianlancetaylor/demangle	9515	2681	12196
src/cmd/compile	6426	5939	12365
doc/progs	41	12386	12427
src/cmd/go/internal/load	8662	4238	12900
src/cmd/compile/internal/types2/testdata/fixedbugs	11957	1436	13393
src/internal/x/crypto/poly1305	5237	8312	13549
src/vendor/golang.org/x/crypto/poly1305	5990	7835	13825
src/time	10832	3004	13836
src/cmd/go/internal/work	9230	4813	14043
src/cmd/vendor/github.com/google/pprof/internal/driver	5253	9500	14753
src/go/parser	10487	4531	15018
test/codegen	13162	2548	15710
src/testing	11852	3946	15798
misc/cgo/test	8768	7486	16254
src/cmd/internal/obj/riscv	12881	3639	16520
src/internal/bytealg	11385	5181	16566
src/math	7841	9147	16988
src/go/build	11211	5834	17045
src/strconv	12670	5031	17701
src/cmd/vendor/golang.org/x/arch/x86/x86asm/testdata	0	17716	17716
src/cmd/internal/obj/ppc64	10382	7571	17953
src/cmd/vendor/golang.org/x/arch/arm64/arm64asm/testdata	0	18448	18448
src/go/types/testdata/fixedbugs	12894	6060	18954
src/cmd/vendor/golang.org/x/crypto/ed25519/internal/edwards25519	12860	6430	19290
src/cmd/compile/internal/reflectdata	15572	3939	19511
src/cmd/compile/internal/syntax	14731	5451	20182
src/cmd/internal/obj/arm64	14009	7263	21272
src/vendor/golang.org/x/crypto/curve25519	7125	14236	21361
src/cmd/go/internal/modget	13536	8219	21755
doc/devel	557	22257	22814
src/internal/fuzz	19397	3726	23123
src/cmd/internal/obj	15111	8497	23608
src/vendor/golang.org/x/text/unicode/bidi	20988	2904	23892
src/cmd/compile/internal/types	18476	5806	24282
src/cmd/asm/internal/asm/testdata	13604	10912	24516
src/os	18546	6748	25294
src/math/big	15685	9950	25635
src/runtime/internal/atomic	17550	9658	27208
src/cmd/go/internal/modfetch	16121	13834	29955
src/cmd/link/internal/loader	21175	9400	30575
src/net	20462	10633	31095
src/crypto/ed25519/internal/edwards25519	16628	15595	32223
src/crypto/tls	21745	11759	33504
src/reflect	26144	8120	34264
src/cmd/compile/internal/escape	23283	12505	35788
src/crypto/elliptic/internal/fiat	33522	3157	36679
src/net/http	28520	11507	40027
src/cmd/go	15891	26105	41996
src/vendor/golang.org/x/net/idna	27188	14961	42149
src/go/types/testdata	7004	39855	46859
src/cmd/compile/internal/types2/testdata/check	45490	2385	47875
src/cmd/compile/internal/types2/testdata	28434	20558	48992
test/typeparam	46632	3281	49913
test/fixedbugs	42443	8461	50904
src/crypto/elliptic	31448	20786	52234
src/cmd/compile/internal/ssagen	45465	9154	54619
test	32352	22577	54929
src/go/types/testdata/check	45849	13447	59296
src/cmd/vendor/golang.org/x/arch/ppc64/ppc64asm	32011	30845	62856
src/crypto/x509	32285	32589	64874
src/cmd/compile/internal/walk	52086	14777	66863
api	37106	34544	71650
src/cmd/vendor/golang.org/x/sys/windows	60995	14057	75052
src/vendor/golang.org/x/text/unicode/norm	54354	21050	75404
src/cmd/go/internal/modload	52171	26710	78881
src/cmd/compile/internal/ir	60114	23182	83296
src/cmd/oldlink/internal/ld	27955	59698	87653
src/cmd/vendor/golang.org/x/arch/x86/x86asm	44218	48632	92850
src/cmd/compile/internal/typecheck	75263	23292	98555
src/crypto/tls/testdata	56391	55537	111928
src/cmd/compile/internal/ssa/gen	66771	56927	123698
src/cmd/compile/internal/noder	106658	24330	130988
src/cmd/go/testdata/script	124204	14609	138813
src/cmd/link/internal/ld	79214	60428	139642
src/go/types	102641	54215	156856
src/cmd/compile/internal/types2	147363	44516	191879
src/syscall	120857	83241	204098
doc	45680	201068	246748
src/cmd/compile/internal/gc	100028	284737	384765
src/runtime	279826	136985	416811
src/time/tzdata	229072	213100	442172
src/vendor/golang.org/x/sys/unix	408978	445375	854353
src/cmd/vendor/golang.org/x/sys/unix	411688	540942	952630
src/cmd/compile/internal/ssa	736274	990519	1726793
