date,dir,dir
2009,src/pkg/exp,1
2009,src/pkg/exp/nacl,1
2009,usr/austin,1
2017,test/fixedbugs/issue19699.dir,2
2016,misc/cgo/testsigfwd,2
2016,src/archive/zip/testdata,2
2016,src/cmd/go/testdata/src/cgocover,2
2016,src/cmd/go/testdata/src/cgocover2,2
2016,src/cmd/go/testdata/src/dupload,2
2016,src/cmd/go/testdata/src/importmain/test,2
2016,src/cmd/go/testdata/src/my.pkg,2
2016,src/cmd/internal/browser,2
2016,misc/cgo/testshared/src/exe3,2
2016,misc/cgo/testshared/src/exe2,2
2008,test/fixedbugs/bug088.dir,2
2008,test/bugs/bug106.dir,2
2008,test/fixedbugs/bug083.dir,2
2016,src/cmd/pprof/internal/tempfile,2
2008,test/fixedbugs/bug106.dir,2
2021,test/typeparam/select.dir,2
2021,test/typeparam/issue50121.dir,2
2021,test/typeparam/issue49659.dir,2
2021,test/typeparam/issue49524.dir,2
2021,test/typeparam/issue49497.dir,2
2021,test/typeparam/gencrawler.dir,2
2021,test/retjmp.dir,2
2021,test/linkname.dir,2
2021,test/fixedbugs/issue4510.dir,2
2008,test/bugs/bug083.dir,2
2016,src/cmd/vendor/golang.org/x/arch/ppc64/ppc64asm/testdata,2
2016,src/cmd/vet/testdata/buildtag,2
2016,src/cmd/vet/testdata/divergent,2
2019,src/cmd/link/internal/ld/testdata/issue32233/main,2
2019,src/cmd/link/internal/ld/testdata/issue26237/main,2
2019,src/cmd/link/internal/ld/testdata/issue26237/b.dir,2
2019,src/cmd/link/internal/ld/testdata/issue25459/main,2
2012,test/method4.dir,2
2012,test/interface/recursive1.dir,2
2012,test/interface/private.dir,2
2012,test/interface/embed1.dir,2
2012,test/import4.dir,2
2012,test/import2.dir,2
2012,test/fixedbugs/issue4252.dir,2
2012,test/fixedbugs/issue3552.dir,2
2012,test/fixedbugs/bug468.dir,2
2012,test/fixedbugs/bug466.dir,2
2012,test/fixedbugs/bug465.dir,2
2019,src/cmd/pack,2
2021,test/fixedbugs/issue32901.dir,2
2019,src/cmd/pprof,2
2019,src/cmd/vendor/github.com/google/pprof/internal/binutils/testdata/exe_mac_64.dSYM/Contents/Resources/DWARF,2
2016,src/cmd/vet/testdata/testingpkg,2
2016,src/compress/testdata,2
2016,src/crypto/subtle,2
2016,src/database/sql/internal,2
2016,src/debug/pe/testdata,2
2016,src/go/build/testdata/ignored,2
2016,src/regexp/testdata,2
2016,src/vendor/golang_org/x/crypto/chacha20poly1305/internal/chacha20,2
2016,test/fixedbugs/bug382.dir,2
2016,test/fixedbugs/issue12677.dir,2
2016,test/fixedbugs/issue13777.dir,2
2016,test/fixedbugs/issue16317.dir,2
2019,src/cmd/vendor/github.com/google/pprof/internal/plugin,2
2019,src/cmd/vendor/github.com/google/pprof/internal/binutils/testdata/lib_mac_64.dSYM/Contents/Resources/DWARF,2
2019,src/cmd/vendor/github.com/google/pprof/internal/binutils/testdata/lib_mac_64.dSYM/Contents,2
2019,src/cmd/vendor/github.com/google/pprof/internal/binutils/testdata/exe_mac_64.dSYM/Contents,2
2021,test/fixedbugs/issue19028.dir,2
2021,test/fixedbugs/issue15514.dir,2
2012,test/fixedbugs/bug460.dir,2
2016,misc/cgo/testshared/src/dep3,2
2021,.github,2
2021,misc,2
2021,misc/cgo/testcarchive/testdata/libgo8,2
2021,misc/cgo/testplugin/testdata/method,2
2021,misc/cgo/testshared/testdata/dep2,2
2016,misc/cgo/testshared/src/dep2,2
2021,misc/cgo/testshared/testdata/dep3,2
2021,misc/cgo/testshared/testdata/exe,2
2021,misc/cgo/testshared/testdata/exe2,2
2021,misc/cgo/testshared/testdata/exe3,2
2021,misc/cgo/testshared/testdata/execgo,2
2021,misc/cgo/testshared/testdata/explicit,2
2021,misc/cgo/testshared/testdata/gcdata/main,2
2021,misc/cgo/testshared/testdata/division,2
2021,misc/cgo/testshared/testdata/gcdata/p,2
2016,misc/cgo/testplugin/src/sub/plugin1,2
2016,misc/cgo/test/issue8828,2
2013,misc/swig/callback,2
2013,misc/osx,2
2013,misc/makerelease/darwin/scripts,2
2013,misc/linkcheck,2
2013,misc/kate,2
2013,misc/goplay,2
2016,misc/cgo/testplugin/src/plugin2,2
2013,misc/dashboard/godashboard/static,2
2013,misc/dashboard,2
2013,misc/bbedit,2
2013,include/plan9/amd64,2
2013,include/plan9/386,2
2016,doc/play,2
2016,misc/arm,2
2013,misc/dashboard/app/static,2
2021,misc/cgo/testshared/testdata/global,2
2021,misc/cgo/testshared/testdata/globallib,2
